Symbol,Description,Price,Price - Currency,"Dividend yield %, Trailing 12 months","Dividends per share, Annual","Dividends per share, Annual - Currency",Sector
MPLT,"MapLight Therapeutics, Inc.",18.64,USD,0,,,Health technology
HNRG,Hallador Energy Company,18.135,USD,0,0,USD,Energy minerals
EEX,"Emerald Holding, Inc.",4.26,USD,1.40845070422535,0.03,USD,Commercial services
SWRD,"Stewards, Inc",3.9,USD,0,0,USD,Non-energy minerals
NOAH,Noah Holdings Limited,11.995,USD,4.87452861952862,0.579094,USD,Finance
SDGR,"Schrodinger, Inc.",11.43,USD,0,0,USD,Technology services
FSBC,Five Star Bancorp,39.36,USD,2.02634245187437,0.8,USD,Finance
SCHL,Scholastic Corporation,33.045,USD,2.45700245700246,0.8,USD,Consumer services
ABX,"Abacus Global Management, Inc.",8.6,USD,2.32558139534884,0,USD,Finance
PHK,Pimco High Income Fund,4.907,USD,11.7551020408163,0.576,USD,Miscellaneous
NMFC,New Mountain Finance Corporation,8.131,USD,15.8220024721879,1.28,USD,Finance
WOLF,"Wolfspeed, Inc.",18.5999,USD,0,,,Electronic technology
MYE,"Myers Industries, Inc.",22.41,USD,2.43024302430243,0.54,USD,Producer manufacturing
FWRG,"First Watch Restaurant Group, Inc.",13.715,USD,0,0,USD,Consumer services
HBT,"HBT Financial, Inc.",26.6301,USD,3.0791788856305,0.84,USD,Finance
CGBD,"Carlyle Secured Lending, Inc.",11.425,USD,14.8648648648649,1.87,USD,Miscellaneous
CGEM,"Cullinan Therapeutics, Inc.",14.095,USD,0,0,USD,Health technology
BBOT,"BridgeBio Oncology Therapeutics, Inc.",10.38,USD,0,0,USD,Health technology
ADTN,"ADTRAN Holdings, Inc.",10.36,USD,0,0,USD,Electronic technology
MCBS,"MetroCity Bankshares, Inc.",28.78,USD,3.38983050847458,0.96,USD,Finance
RFAFF,RFA Financial Inc,17.79,USD,7.54084625052367,1.25082,USD,Finance
BFST,"Business First Bancshares, Inc.",27.995,USD,2.04374327716027,0.57,USD,Finance
EOI,Eaton Vance Enhance Equity Income Fund Eaton Vance Enhanced Equity Income Fund Shares of Beneficial Interest,20.3,USD,7.92106561420819,1.6056,USD,Miscellaneous
KRUS,"Kura Sushi USA, Inc.",68.23,USD,0,0,USD,Consumer services
ACGP,"Associated Capital Group, Inc.",39.78,USD,0.502765208647562,0.2,USD,Finance
PFLT,PennantPark Floating Rate Capital Ltd.,8.29,USD,15.0366748166259,1.23,USD,Miscellaneous
FWRD,Forward Air Corporation,26.3,USD,0,0,USD,Transportation
JANX,"Janux Therapeutics, Inc.",13.66,USD,0,0,USD,Health technology
MATW,Matthews International Corporation,26.39,USD,3.85057471264368,1,USD,Producer manufacturing
TRST,TrustCo Bank Corp NY,44.55,USD,3.3310826018456,1.48,USD,Finance
AIV,Apartment Investment and Management Company,5.655,USD,0,0,USD,Finance
AMN,AMN Healthcare Services Inc,21.21,USD,0,0,USD,Commercial services
OMER,Omeros Corporation,11.55,USD,0,0,USD,Health technology
PAR,PAR Technology Corporation,20.17,USD,0,0,USD,Electronic technology
TLOFD,Talon Metals Corp.,5.455,USD,0,0,USD,Non-energy minerals
TDOC,"Teladoc Health, Inc.",4.57,USD,0,0,USD,Health services
AMWD,American Woodmark Corporation,55.491,USD,0,0,USD,Producer manufacturing
ATLC,Atlanticus Holdings Corporation,53.34,USD,0,0,USD,Finance
NSP,"Insperity, Inc.",21.4,USD,11.4340161981896,2.4,USD,Commercial services
BOW,Bowhead Specialty Holdings Inc.,24.59,USD,0,0,USD,Finance
ESPR,"Esperion Therapeutics, Inc.",3.3701,USD,0,0,USD,Health technology
BBSI,"Barrett Business Services, Inc.",31.32,USD,1.03492884864166,0.31,USD,Commercial services
MDXG,"MiMedx Group, Inc",5.415,USD,0,0,USD,Health technology
FOXF,Fox Factory Holding Corp.,19.1787,USD,0,0,USD,Producer manufacturing
MEGI,NYLI CBRE Global Infrastructure Megatrends Term Fund,15.405,USD,9.74025974025974,1.5,USD,Miscellaneous
FFC,Flaherty & Crumrine Preferred and Income Securities Fund Incorporated,16.56,USD,6.77570655441972,1.1268,USD,Miscellaneous
EIKN,"Eikon Therapeutics, Inc.",14.8,USD,0,,,Health technology
VTXPY,Victrex Plc.,4.8,USD,0,0,USD,Process industries
OIS,"Oil States International, Inc.",13.34,USD,0,0,USD,Industrial services
HRTG,"Heritage Insurance Holdings, Inc.",25.75,USD,0,0,USD,Finance
CAC,Camden National Corporation,47.005,USD,3.57827476038339,1.68,USD,Finance
MRVI,"Maravai LifeSciences Holdings, Inc.",3.11,USD,0,0,USD,Health technology
KALV,"KalVista Pharmaceuticals, Inc.",15.73,USD,0,0,USD,Health technology
PRCH,"Porch Group, Inc.",7.49,USD,0,0,USD,Finance
CPPTL,COPPER PROPERTY CTL PASS THROUGH TRUST,10.6,USD,15.3428652751423,1.841853,USD,Miscellaneous
SLRC,SLR Investment Corp.,14.57,USD,11.380985426787,1.64,USD,Miscellaneous
APEI,"American Public Education, Inc.",43.94,USD,0,0,USD,Consumer services
VINP,Vinci Compass Investments Ltd.,12.51,USD,0.00483675937122128,0.0007,USD,Finance
SWIM,"Latham Group, Inc.",6.78,USD,0,0,USD,Producer manufacturing
CAPL,CrossAmerica Partners LP,20.745,USD,10.1058710298364,2.1,USD,Distribution services
MEG,"Montrose Environmental Group, Inc.",22.355,USD,0,0,USD,Industrial services
BZH,"Beazer Homes USA, Inc.",26.75,USD,0,0,USD,Consumer durables
CHTH,CNL Healthcare Pptys Inc.,4.5,USD,0,0,USD,Finance
THQ,abrdn Healthcare Opportunities Fund Shares of Beneficial Interest,19.08,USD,11.3504992117709,1.89,USD,Miscellaneous
AIO,Virtus Artificial Intelligence & Technology Opportunities Fund,23,USD,7.87057280279843,1.8,USD,Miscellaneous
SCSC,"ScanSource, Inc.",36.44,USD,0,0,USD,Distribution services
GDRX,"GoodRx Holdings, Inc.",2.305,USD,0,0,USD,Health services
DC,Dakota Gold Corp.,6.22,USD,0,0,USD,Non-energy minerals
HAFC,Hanmi Financial Corporation,26.065,USD,4.12528647822765,1.08,USD,Finance
ALPIB,Alpine Banks of Colorado,48.59,USD,1.75510204081633,0.84,USD,Finance
AEVA,"Aeva Technologies, Inc.",12.95,USD,0,0,USD,Electronic technology
PHIG,PHI GROUP INC,32,USD,0,,,Transportation
OPFI,OppFi Inc.,9.005,USD,0,0,USD,Finance
SLDP,"Solid Power, Inc.",3.56,USD,0,0,USD,Producer manufacturing
HTBK,Heritage Commerce Corp,12.61,USD,4.12044374009509,0.52,USD,Finance
PKST,Peakstone Realty Trust,20.855,USD,3.1190019193858,0.65,USD,Finance
INDI,"indie Semiconductor, Inc.",3.525,USD,0,0,USD,Electronic technology
WLKP,Westlake Chemical Partners LP,21.69,USD,8.87758945386064,1.8856,USD,Process industries
GDEN,"Golden Entertainment, Inc.",29.11,USD,3.43406593406593,1,USD,Consumer services
MPB,Mid Penn Bancorp,33.015,USD,2.51456608402331,0.82,USD,Finance
EGBN,"Eagle Bancorp, Inc.",25.03,USD,2.01838529176659,0.505,USD,Finance
GYRE,"Gyre Therapeutics, Inc.",8.36,USD,0,0,USD,Health technology
RWT,"Redwood Trust, Inc.",5.99,USD,12.0200333889816,0.72,USD,Finance
THFF,First Financial Corporation,64,USD,3.25393118480461,2.09,USD,Finance
LOT,Lotus Technology Inc.,1.09,USD,0,0,USD,Consumer durables
NXRT,"NexPoint Residential Trust, Inc.",29.59,USD,6.93836308521388,1.89726,USD,Finance
PSNL,"Personalis, Inc.",8.51,USD,0,0,USD,Health services
HOV,"Hovnanian Enterprises, Inc.",126.95,USD,0,0,USD,Consumer durables
CMPS,COMPASS Pathways Plc - American Depository Shares,7.95,USD,0,0,USD,Health technology
CTLP,"Cantaloupe, Inc.",10.2185,USD,0,0,USD,Commercial services
MYI,"Blackrock MuniYield Quality Fund III, Inc",11.27,USD,5.9094942324756,0.666,USD,Miscellaneous
IGR,CBRE Global Real Estate Income Fund,4.9245,USD,14.5748987854251,0.72,USD,Miscellaneous
TRNS,"Transcat, Inc.",80.0578,USD,0,0,USD,Electronic technology
BFLY,"Butterfly Network, Inc.",2.955,USD,0,0,USD,Health technology
HTB,"HomeTrust Bancshares, Inc.",42.69,USD,1.15375559218272,0.49,USD,Finance
CBLL,"CeriBell, Inc.",20.02,USD,0,0,USD,Health technology
RA,Brookfield Real Assets Income Fund Inc.,13.415,USD,10.5514157973174,1.416,USD,Miscellaneous
TALK,"Talkspace, Inc.",4.456,USD,0,0,USD,Health services
IBCP,Independent Bank Corporation,35.665,USD,2.92875246409462,1.04,USD,Finance
KODK,Eastman Kodak Company,7.6553,USD,0,0,USD,Producer manufacturing
SHEN,Shenandoah Telecommunications Co,13.44,USD,0.824587706146927,0.1,USD,Communications
FBRT,"Franklin BSP Realty Trust, Inc.",8.98,USD,15.7953281423804,1.42,USD,Finance
NMAX,"Newsmax, Inc.",5.68,USD,0,,,Consumer services
BTO,John Hancock Financial Opportunities Fund,36.815,USD,7.06713780918728,2.6,USD,Miscellaneous
KURA,"Kura Oncology, Inc.",8.35,USD,0,0,USD,Health technology
HIPO,Hippo Holdings Inc.,28.67,USD,0,0,USD,Finance
VEL,"Velocity Financial, Inc.",18.66,USD,0,0,USD,Finance
LXU,"LSB Industries, Inc.",10.085,USD,0,0,USD,Process industries
BVS,Bioventus Inc.,8.76,USD,0,0,USD,Health technology
AXG,Solowin Holdings,3.85,USD,0,0,USD,Finance
FCBC,"First Community Bankshares, Inc.",39.55,USD,3.15200813421454,1.24,USD,Finance
ATCC,AMERITRUST CORP,0.0001,USD,0,,,Non-energy minerals
ARVN,"Arvinas, Inc.",11.24,USD,0,0,USD,Health technology
ANNX,"Annexon, Inc.",4.98,USD,0,0,USD,Health technology
TBN,Tamboran Resources Corporation,31.76,USD,0,0,USD,Energy minerals
NUTX,Nutex Health Inc.,101.66,USD,0,0,USD,Health services
BRSP,"BrightSpire Capital, Inc.",5.585,USD,11.4695340501792,0.64,USD,Finance
MTUS,Metallus Inc.,17.19,USD,0,0,USD,Non-energy minerals
CCBG,Capital City Bank Group,42.01,USD,2.38777459407832,1,USD,Finance
ADAM,"Adamas Trust, Inc.",7.84,USD,10.8585858585859,0.86,USD,Finance
IIIN,"Insteel Industries, Inc.",36.935,USD,0.326708412741628,0.12,USD,Producer manufacturing
MNTN,"MNTN, Inc.",9.57,USD,0,0,USD,Technology services
FLGT,"Fulgent Genetics, Inc.",23.125,USD,0,0,USD,Health services
TBLD,Thornburg Income Builder Opportunities Trust,22.2999,USD,5.61311180960934,1.25004,USD,Miscellaneous
CVLG,"Covenant Logistics Group, Inc.",28.5012,USD,0.998217468805704,0.28,USD,Transportation
BALY,Bally's Corporation,14.5,USD,0,0,USD,Consumer services
ADSE,ADS-TEC ENERGY PLC,11.85,USD,0,0,USD,Producer manufacturing
MVST,"Microvast Holdings, Inc.",2.17,USD,0,0,USD,Producer manufacturing
ORRF,"Orrstown Financial Services, Inc.",36.49,USD,2.9371016902189,1.06,USD,Finance
HBIA,Hills Bancorporation,80.85,USD,1.42238713667285,1.15,USD,Finance
PEO,"Adams Natural Resources Fund, Inc.",25.915,USD,7.64796310530361,1.99,USD,Miscellaneous
SMBC,"Southern Missouri Bancorp, Inc.",63.71,USD,1.5320778806256,0.92,USD,Finance
AMSF,"AMERISAFE, Inc.",37.35,USD,4.17782538832351,1.48,USD,Finance
DJCO,Daily Journal Corp. (S.C.),511.99,USD,0,0,USD,Consumer services
BWMX,"Betterware de Mexico, S.A.P.I. de C.V.",18.9,USD,6.23257051623204,1.427,USD,Retail trade
CPS,Cooper-Standard Holdings Inc.,39.98,USD,0,0,USD,Producer manufacturing
SERV,Serve Robotics Inc.,9.46,USD,0,0,USD,Producer manufacturing
NIE,Virtus Equity & Convertible Income Fund,25.415,USD,7.8740157480315,2,USD,Miscellaneous
NWPX,"NWPX Infrastructure, Inc.",73.2,USD,0,0,USD,Non-energy minerals
LAES,SEALSQ Corp,3.802,USD,0,0,USD,Electronic technology
AIP,"Arteris, Inc.",15.46,USD,0,0,USD,Electronic technology
REPL,"Replimune Group, Inc.",8.49,USD,0,0,USD,Health technology
CSV,"Carriage Services, Inc.",44.5,USD,1.01856043458579,0.45,USD,Consumer services
CBRL,"Cracker Barrel Old Country Store, Inc.",31.325,USD,3.1210986267166,1,USD,Consumer services
PHR,"Phreesia, Inc.",11.57,USD,0,0,USD,Technology services
ACP,abrdn Income Credit Strategies Fund,5.53,USD,17.1621621621622,0.9525,USD,Miscellaneous
BKSY,BlackSky Technology Inc.,19.3373,USD,0,0,USD,Technology services
TXO,"TXO Partners, L.P.",12.7,USD,15.8929976396538,2.38,USD,Energy minerals
FIP,FTAI Infrastructure Inc.,5.98,USD,2.0442930153322,0.12,USD,Consumer services
ATEX,Anterix Inc.,37.12,USD,0,0,USD,Communications
UDMY,"Udemy, Inc.",4.78,USD,0,0,USD,Technology services
LIFE,Ethos Technologies Inc.,11.0999,USD,0,,,Technology services
GSBC,"Great Southern Bancorp, Inc.",62.02,USD,2.68521514073116,1.66,USD,Finance
BHK,Blackrock Core Bond Trust,9.58,USD,9.15468858560637,0.87096,USD,Miscellaneous
NRDS,"NerdWallet, Inc.",9.515,USD,0,0,USD,Technology services
NB,NioCorp Developments Ltd.,5.51,USD,0,0,USD,Non-energy minerals
KRO,Kronos Worldwide Inc,6,USD,3.38409475465313,0.48,USD,Process industries
HSTM,"HealthStream, Inc.",23.25,USD,0.583804143126177,0.112,USD,Technology services
TATT,TAT Technologies Ltd.,53.23,USD,0,0,USD,Electronic technology
OPTU,"Optimum Communications, Inc.",1.465,USD,0,0,USD,Communications
KRNT,Kornit Digital Ltd.,15.36,USD,0,0,USD,Process industries
STK,Columbia Seligman Premium Technology Growth Fund Inc,40.22,USD,4.64824120603015,1.85,USD,Miscellaneous
WOOF,"Petco Health and Wellness Company, Inc.",2.44,USD,0,0,USD,Retail trade
EHAB,"Enhabit, Inc.",13.56,USD,0,0,USD,Health services
SMBK,"SmartFinancial, Inc.",40.23,USD,0.797806033408128,0.32,USD,Finance
UXIN,Uxin Limited,3.45,USD,0,0,USD,Technology services
PFN,PIMCO Income Strategy Fund II,7.315,USD,11.7704918032787,0.8616,USD,Miscellaneous
ALTI,"AlTi Global, Inc.",4.655,USD,0,0,USD,Finance
GEMI,"Gemini Space Station, Inc.",5.795,USD,0,,,Finance
BOE,Blackrock Enhanced Global Dividend Trust,11.975,USD,8.30460251046025,0.7757,USD,Miscellaneous
TWI,"Titan International, Inc. (DE)",10.61,USD,0,0,USD,Producer manufacturing
SPFI,"South Plains Financial, Inc.",41.605,USD,1.49020550414614,0.62,USD,Finance
ARKO,ARKO Corp.,6.08,USD,1.99004975124378,0.12,USD,Retail trade
ENGN,enGene Holdings Inc.,10.1,USD,0,0,USD,Commercial services
RSKD,Riskified Ltd.,4.39,USD,0,0,USD,Technology services
MNRO,"Monro, Inc.",22.48,USD,4.93827160493827,1.12,USD,Retail trade
NKX,Nuveen California AMT-Free Quality Municipal Income Fund,12.8789,USD,7.11388455538221,0.912,USD,Miscellaneous
VMO,Invesco Municipal Opportunity Trust,10.01,USD,7.52256770310933,0.678,USD,Miscellaneous
LYTS,LSI Industries Inc.,21.58,USD,0.935891436593355,0.2,USD,Producer manufacturing
SLS,"SELLAS Life Sciences Group, Inc.",4.715,USD,0,0,USD,Health technology
MCEM,Monarch Cement Co. (The),264,USD,1.22727272727273,2.93,USD,Non-energy minerals
SNDA,"Sonida Senior Living, Inc.",35.78,USD,0,0,USD,Health services
GRNT,"Granite Ridge Resources, Inc.",5.11,USD,8.57699805068226,0.44,USD,Energy minerals
YEXT,"Yext, Inc.",5.455,USD,0,0,USD,Technology services
QKIE,QKI Emulsion Inc.,1.28,USD,0,0,USD,Consumer services
SIBN,"SI-BONE, Inc.",15.45,USD,0,0,USD,Health technology
FET,"Forum Energy Technologies, Inc.",58.915,USD,0,0,USD,Industrial services
SKYH,Sky Harbour Group Corporation,8.8,USD,0,0,USD,Finance
IIIV,"i3 Verticals, Inc.",21.97,USD,0,0,USD,Technology services
FDUS,Fidus Investment Corporation,18.38,USD,9.44535969247666,1.72,USD,Miscellaneous
BUI,"BlackRock Utility, Infrastructure & Power Opportunities Trust",29.54,USD,5.54347826086956,1.467,USD,Miscellaneous
JQC,Nuveen Credit Strategies Income Fund Shares of Beneficial Interest,4.935,USD,13.1113821138211,0.648,USD,Miscellaneous
AOSL,Alpha and Omega Semiconductor Limited,22.41,USD,0,0,USD,Electronic technology
SVMB,Jingbo Technology Inc.,1.2,USD,0,0,USD,Technology services
KOP,Koppers Holdings Inc.,33.97,USD,0.948991696322657,0.28,USD,Process industries
NCDL,Nuveen Churchill Direct Lending Corp.,13.57,USD,13.3432171979244,1.8,USD,Miscellaneous
OMDA,"Omada Health, Inc.",11.5,USD,0,,,Technology services
MAMA,"Mama's Creations, Inc.",16.35,USD,0,0,USD,Consumer non-durables
HY,"Hyster-Yale, Inc.",37.41,USD,3.79713223579395,1.375,USD,Producer manufacturing
PROK,ProKidney Corp.,2.205,USD,0,0,USD,Health technology
MUJ,"Blackrock MuniHoldings New Jersey Quality Fund, Inc.",12.49,USD,5.13643659711076,0.64,USD,Miscellaneous
WDH,Waterdrop Inc.,1.8113,USD,2.18579234972678,0,USD,Finance
MSC,Studio City International Holdings Limited,2.9201,USD,0,,,Consumer services
LPTH,"LightPath Technologies, Inc.",11.46,USD,0,0,USD,Electronic technology
FULC,"Fulcrum Therapeutics, Inc.",10.01,USD,0,0,USD,Health technology
JBIO,"Jade Biosciences, Inc.",14.345,USD,0,0,USD,Health technology
ASPI,ASP Isotopes Inc.,5.27,USD,0,0,USD,Health technology
WYFI,"WhiteFiber, Inc.",17.2213,USD,0,,,Technology services
PRME,"Prime Medicine, Inc.",3.65,USD,0,0,USD,Health technology
WASH,"Washington Trust Bancorp, Inc.",34.52,USD,6.53632915086081,2.24,USD,Finance
HIFS,Hingham Institution for Savings,301.19,USD,0.839272630386998,2.52,USD,Finance
TH,Target Hospitality Corp.,6.575,USD,0,0,USD,Consumer services
FAX,"abrdn Asia-Pacific Income Fund, Inc.",15.955,USD,12.4606670862177,1.98,USD,Miscellaneous
DMII,Drugs Made In America Acquisition II Corp.,9.99,USD,0,,,Finance
TRTX,"TPG RE Finance Trust, Inc.",8.32,USD,11.5107913669065,0.96,USD,Finance
RCBC,River City Bank,45,USD,0.352325901458849,0.148,USD,Finance
TCMD,"Tactile Systems Technology, Inc.",28.96,USD,0,0,USD,Health technology
NXDR,"Nextdoor Holdings, Inc.",1.675,USD,0,0,USD,Technology services
AMBZ,"American Business Bank (Los Angeles, CA)",71.34,USD,1.40173815531259,1,USD,Finance
CATX,"Perspective Therapeutics, Inc.",5.685,USD,0,0,USD,Health technology
OTCM,OTC Markets Group Inc.,54,USD,1.33333333333333,0.72,USD,Finance
FISI,"Financial Institutions, Inc.",32.115,USD,3.84734719205709,1.24,USD,Finance
GDOT,Green Dot Corporation,11.6,USD,0,0,USD,Finance
BBW,"Build-A-Bear Workshop, Inc.",49.76,USD,1.79080179080179,0.8,USD,Retail trade
CTO,"CTO Realty Growth, Inc.",19.7,USD,7.69230769230769,1.52,USD,Finance
EMD,Western Asset Emerging Markets Debt Fund Inc,11.02,USD,9.70988213961922,1.023,USD,Miscellaneous
WRLD,World Acceptance Corporation,129.7,USD,0,0,USD,Finance
DRTS,Alpha Tau Medical Ltd.,7.5,USD,0,0,USD,Health technology
SB,"Safe Bulkers, Inc",6.24,USD,3.23624595469256,0.2,USD,Transportation
RMT,"Royce Micro-Cap Trust, Inc.",12.19,USD,6.52353426919901,0.74,USD,Miscellaneous
RIGL,"Rigel Pharmaceuticals, Inc.",34.95,USD,0,0,USD,Health technology
AMBQ,"Ambiq Micro, Inc.",30.275,USD,0,,,Electronic technology
VPG,"Vishay Precision Group, Inc.",47.765,USD,0,0,USD,Electronic technology
DDL,Dingdong (Cayman) Limited,2.91,USD,0,0,USD,Retail trade
AVNS,"Avanos Medical, Inc.",13.64,USD,0,0,USD,Health technology
MGTX,MeiraGTx Holdings plc,7.855,USD,0,0,USD,Health technology
EMBC,Embecta Corp.,10.67,USD,5.67644276253548,0.6,USD,Health technology
LDI,"loanDepot, Inc.",1.895,USD,0,0,USD,Finance
SHBI,"Shore Bancshares, Inc.",18.89,USD,2.54912373871482,0.48,USD,Finance
NDMO,Nuveen Dynamic Municipal Opportunities Fund,10.6,USD,7.03213610586011,0.744,USD,Miscellaneous
CARS,Cars.com Inc.,10.53,USD,0,0,USD,Technology services
VOR,Vor Biopharma Inc.,15.165,USD,0,0,USD,Health technology
LXRX,"Lexicon Pharmaceuticals, Inc.",1.59,USD,0,0,USD,Health technology
SG,"Sweetgreen, Inc.",5.31,USD,0,0,USD,Consumer services
QNST,"QuinStreet, Inc.",10.975,USD,0,0,USD,Commercial services
KE,"Kimball Electronics, Inc.",25.83,USD,0,0,USD,Electronic technology
HZO,"MarineMax, Inc. (FL)",28.39,USD,0,0,USD,Retail trade
TIPT,Tiptree Inc.,16.5,USD,1.43971205758848,0.24,USD,Finance
HPK,"HighPeak Energy, Inc.",4.96,USD,3.09477756286267,0.16,USD,Energy minerals
ALRS,Alerus Financial Corporation,24.515,USD,3.39260167586348,0.83,USD,Finance
PSTL,"Postal Realty Trust, Inc.",19.5,USD,4.93638676844784,0.96,USD,Finance
GOOD,Gladstone Commercial Corporation - Real Estate Investment Trust,12.67,USD,9.41915227629513,1.2,USD,Finance
LDP,"Cohen & Steers Limited Duration Preferred and Income Fund, Inc.",21.345,USD,7.37335834896811,1.572,USD,Miscellaneous
SD,"SandRidge Energy, Inc.",16.85,USD,2.7027027027027,0.44,USD,Energy minerals
FRGE,"Forge Global Holdings, Inc.",44.595,USD,0,0,USD,Technology services
DGICA,"Donegal Group, Inc.",17.01,USD,4.22535211267606,0.73,USD,Finance
LBRX,LB Pharmaceuticals Inc,24.29,USD,0,,,Health technology
ASC,Ardmore Shipping Corporation,15.1,USD,2.00534759358289,0.3,USD,Transportation
CINT,CI&T Inc,4.72,USD,0,0,USD,Technology services
MATV,"Mativ Holdings, Inc.",11.145,USD,3.64298724954463,0.4,USD,Process industries
BBNX,"Beta Bionics, Inc.",13.835,USD,0,0,USD,Health technology
BEAG,Bold Eagle Acquisition Corp.,10.59,USD,0,0,USD,Finance
OXM,"Oxford Industries, Inc.",40.79,USD,6.83337459767269,2.6,USD,Consumer non-durables
AMC,"AMC Entertainment Holdings, Inc.",1.1799,USD,0,0,USD,Consumer services
THVB,"Thomasville Bancshares, Inc.",96.2,USD,1.510338003229,2.7,USD,Finance
IVR,INVESCO MORTGAGE CAPITAL INC,8.29,USD,16.1971830985916,1.38,USD,Finance
BRCB,"Black Rock Coffee Bar, Inc.",12.075,USD,0,,,Consumer services
REPX,"Riley Exploration Permian, Inc.",27.51,USD,5.65012676566461,1.44,USD,Energy minerals
IIM,Invesco Value Municipal Income Trust,12.86,USD,7.2112236944661,0.8427,USD,Miscellaneous
UHT,Universal Health Realty Income Trust,43.77,USD,6.80147058823529,2.92,USD,Finance
DSGN,"Design Therapeutics, Inc.",10.59,USD,0,0,USD,Health technology
NPB,"Northpointe Bancshares, Inc.",17.55,USD,0.572737686139748,0.075,USD,Finance
CODI,D/B/A Compass Diversified Holdings Shares of Beneficial Interest,8.01,USD,9.62772785622593,1,USD,Finance
MFI,mF International Limited,11.99,USD,0,0,USD,Technology services
IRWD,"Ironwood Pharmaceuticals, Inc.",3.695,USD,0,0,USD,Health technology
PANL,Pangaea Logistics Solutions Ltd.,9.21,USD,2.72628135223555,0.4,USD,Miscellaneous
IDR,"Idaho Strategic Resources, Inc.",38.37,USD,0,0,USD,Non-energy minerals
BCAL,California BanCorp,18.475,USD,0.539083557951483,0.1,USD,Finance
CEPF,"Cantor Equity Partners IV, Inc.",10.44,USD,0,,,Finance
HKHC,Horizon Kinetics Holding Corporation,32,USD,1.0625,0.053,USD,Finance
RRBI,"Red River Bancshares, Inc.",88.23,USD,0.615244388743306,0.54,USD,Finance
